timestamp,config_tserve_0_arima.json.log,config_tserve_10_arima.json.log,config_tserve_1_arima.json.log,config_tserve_2_arima.json.log,config_tserve_3_arima.json.log,config_tserve_4_arima.json.log,config_tserve_5_arima.json.log,config_tserve_6_arima.json.log,config_tserve_7_arima.json.log,config_tserve_8_arima.json.log,config_tserve_9_arima.json.log
1713756485.0,0.06368660926818848,0.07740163803100586,0.07238888740539551,0.07056546211242676,0.06917476654052734,0.06276226043701172,0.05946540832519531,0.05748581886291504,0.08816742897033691,0.05998420715332031,0.06271696090698242
1713756487.0,0.0531620979309082,0.08046770095825195,0.10890626907348633,0.11313509941101074,0.11000180244445801,0.051813602447509766,0.051338911056518555,0.05900716781616211,0.09642529487609863,0.10199427604675293,0.07329869270324707
1713756488.0,0.05672931671142578,0.08861613273620605,0.06092548370361328,0.0630033016204834,0.06268048286437988,0.0658712387084961,0.05171799659729004,0.061083316802978516,0.08937335014343262,0.06117105484008789,0.08103752136230469
1713756489.0,0.17452692985534668,0.14557290077209473,0.17289376258850098,0.1743323802947998,0.19928526878356934,0.16163349151611328,0.1670083999633789,0.08816838264465332,0.058359384536743164,0.17943978309631348,0.1591358184814453
1713756490.0,0.06262016296386719,0.05908346176147461,0.06831502914428711,0.06358957290649414,0.07201409339904785,0.07170510292053223,0.06976675987243652,0.05554938316345215,0.09005141258239746,0.06343269348144531,0.07164359092712402
1713756491.0,0.10234737396240234,0.057212114334106445,0.08939099311828613,0.09306836128234863,0.09162545204162598,0.07170510292053223,0.06976675987243652,0.05619025230407715,0.09005141258239746,0.10967898368835449,0.07164359092712402
1713756493.0,0.04173445701599121,0.08816337585449219,0.0743246078491211,0.08193349838256836,0.08093571662902832,0.08903264999389648,0.05044817924499512,0.05692291259765625,0.05532503128051758,0.053911685943603516,0.06947469711303711
1713756494.0,0.12802672386169434,0.06749558448791504,0.09606528282165527,0.06596541404724121,0.06796455383300781,0.09749293327331543,0.09399199485778809,0.05692291259765625,0.07852292060852051,0.1189887523651123,0.09989666938781738
1713756495.0,0.07866191864013672,0.057938337326049805,0.08402085304260254,0.06953859329223633,0.07948136329650879,0.09387731552124023,0.08035397529602051,0.10274147987365723,0.09616756439208984,0.0746147632598877,0.0822298526763916
1713756496.0,0.06339383125305176,0.06706809997558594,0.05788683891296387,0.06065559387207031,0.05971121788024902,0.04997968673706055,0.061168670654296875,0.08037686347961426,0.054596662521362305,0.06403779983520508,0.09074544906616211
